/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-01.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-02.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-03.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-04.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-05.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-06.jpg	1600x1063
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-07.jpg	1600x1066
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-08.jpg	1600x1072
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-09.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-10.jpg	1067x1600
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-11.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-12.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-13.jpeg	1067x1600
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-14.jpg	1600x1063
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-15.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-16.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-17.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-18.jpg	1600x1067
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-19.jpg	1067x1600
/Users/thecave/Documents/Codex/2026-04-29/here-is-the-website-i-am/assets/food/display/live-food-20.jpg	1600x1067
